Weight (kg),Activity Level (steps),Heart Rate (bpm),Calorie Burn,Temperature (C),Food Intake (calories),Water Intake (ml),Breathing Rate (breaths/min),Barking Frequency,Behaviour Pattern
25.5079,0,111,3,25.3,0,0,17,None,Sleeping
25.5079,0,109,1,24.7,0,0,20,None,Sleeping
25.5079,0,106,1,27.2,0,0,17,None,Sleeping
25.5079,0,103,2,26.5,0,0,15,None,Sleeping
25.5079,0,107,1,25.3,0,0,17,None,Sleeping
25.5079,0,104,3,25.2,0,0,19,None,Sleeping
25.5079,0,101,3,26.9,0,0,20,None,Sleeping
25.5079,0,109,1,25.9,0,0,20,None,Sleeping
25.5079,203,109,20.2,25.6,530.2,529.1,16,None,Eating
25.5079,2149,116,204.8,34.1,0,0,29,Low,Walking
25.5079,181,111,19.1,28.1,0,141.3,21,None,Normal
25.5079,347,104,35.7,26.3,0,141.4,20,Low,Normal
25.5079,545,114,52.4,29,0,63.8,20,Low,Normal
25.5079,295,117,29.8,28.6,0,206.4,16,Low,Normal
25.5079,406,112,41.3,28.4,0,155.8,24,Low,Normal
25.5079,1696,132,163.1,27.7,0,0,31,High,Playing
25.5079,232,110,22.9,29.2,325.7,409.2,21,None,Eating
25.5079,1481,127,142.8,30.4,0,0,27,Low,Playing
25.5079,1429,132,136.9,30.3,0,0,29,Low,Playing
25.5079,2761,123,262.6,29.8,0,0,27,Low,Walking
25.5079,532,106,52.2,25.7,0,187.9,21,Low,Normal
25.5079,0,111,1,26.3,0,0,18,None,Sleeping
25.5079,0,105,3,26.2,0,0,17,None,Sleeping
25.5079,0,103,2,25.2,0,0,17,None,Sleeping
25.4626,0,105,2,25,0,0,16,None,Sleeping
25.4626,0,106,2,26.3,0,0,16,None,Sleeping
25.4626,0,106,3,26.4,0,0,20,None,Sleeping
25.4626,0,101,2,24.5,0,0,19,None,Sleeping
25.4626,0,101,1,25,0,0,17,None,Sleeping
25.4626,0,111,1,24.9,0,0,17,None,Sleeping
25.4626,0,109,2,26.6,0,0,18,None,Sleeping
25.4626,0,106,3,27.1,0,0,20,None,Sleeping
25.4626,0,111,2,25.9,0,0,17,None,Sleeping
25.4626,0,107,2,27.1,0,0,16,None,Sleeping
25.4626,2189,125,207.2,33.9,0,0,35,Medium,Walking
25.4626,128,102,13.1,27.2,359.1,542.4,21,None,Eating
25.4626,0,102,2,24.9,0,0,19,None,Sleeping
25.4626,382,107,38,25,0,50.7,18,None,Normal
25.4626,374,108,37.2,26,0,100,17,None,Normal
25.4626,2140,119,204.6,32.7,0,0,27,Medium,Walking
25.4626,1062,134,103.1,32.1,0,0,39,Low,Walking
25.4626,3143,124,298.1,31.6,0,0,26,Medium,Walking
25.4626,330,109,32.1,29.3,0,81.9,21,Low,Normal
25.4626,292,111,28.5,25.5,0,202,23,None,Normal
25.4626,254,113,25.9,28.2,387.3,402.8,26,None,Eating
25.4626,369,109,35.8,26.3,0,166.9,24,None,Normal
25.4626,1332,116,127.5,30.2,0,0,23,Medium,Playing
25.4626,467,103,45,27.3,0,112.5,16,Low,Normal
25.4012,0,109,3,24.9,0,0,16,None,Sleeping
25.4012,0,110,3,26.6,0,0,15,None,Sleeping
25.4012,0,106,1,26.7,0,0,16,None,Sleeping
25.4012,0,111,2,26.7,0,0,16,None,Sleeping
25.4012,0,109,3,25,0,0,20,None,Sleeping
25.4012,0,112,3,27.3,0,0,19,None,Sleeping
25.4012,0,103,2,27.1,0,0,17,None,Sleeping
25.4012,0,113,1,24.6,0,0,18,None,Sleeping
25.4012,0,104,1,27.3,0,0,19,None,Sleeping
25.4012,0,107,3,27.4,0,0,20,None,Sleeping
25.4012,0,109,2,27.3,0,0,18,None,Sleeping
25.4012,1904,129,179.9,32.4,0,0,30,High,Walking
25.4012,789,111,76.2,30.8,0,0,30,High,Playing
25.4012,315,107,32.6,26.1,549.6,310.2,18,None,Eating
25.4012,192,106,20,26,0,133.2,25,None,Normal
25.4012,1236,127,118.2,35.4,0,0,25,Medium,Walking
25.4012,1922,134,183.6,31.6,0,0,36,None,Walking
25.4012,352,112,36.1,27.7,0,41,20,None,Normal
25.4012,1547,126,146.4,32.3,0,0,34,High,Playing
25.4012,271,111,26.5,25.2,592.4,374,21,None,Eating
25.4012,639,135,62.1,31.1,0,0,31,High,Playing
25.4012,0,112,3,25.2,0,0,17,None,Sleeping
25.4012,493,103,47.3,24.7,0,157.4,24,None,Normal
25.4012,0,113,2,26.1,0,0,19,None,Sleeping
25.4252,0,106,3,24.9,0,0,15,None,Sleeping
25.4252,0,107,1,26.9,0,0,16,None,Sleeping
25.4252,0,103,3,24.8,0,0,20,None,Sleeping
25.4252,0,104,3,24.7,0,0,16,None,Sleeping
25.4252,0,111,3,25.5,0,0,19,None,Sleeping
25.4252,0,106,2,24.6,0,0,18,None,Sleeping
25.4252,0,104,1,26,0,0,19,None,Sleeping
25.4252,247,113,24.2,24.6,300.4,383.6,22,None,Eating
25.4252,3117,126,295.2,34.7,0,0,34,None,Walking
25.4252,822,111,80.3,29.5,0,0,31,High,Playing
25.4252,0,102,1,24.6,0,0,20,None,Sleeping
25.4252,271,115,27.5,25.9,0,92,26,Low,Normal
25.4252,355,109,34.4,27.6,0,34.7,24,None,Normal
25.4252,383,107,39,24.9,0,2.1,25,Low,Normal
25.4252,339,105,34.9,27.4,0,80.4,22,None,Normal
25.4252,317,103,32.8,25.7,0,145.5,24,None,Normal
25.4252,140,103,14.2,25.8,325.1,200.3,21,None,Eating
25.4252,249,114,26.4,27.4,0,222.6,21,Low,Normal
25.4252,383,115,38,25.9,0,28.6,26,Low,Normal
25.4252,439,104,44.3,26.3,0,34.6,24,Low,Normal
25.4252,2297,134,219.1,29.1,0,0,24,High,Walking
25.4252,349,103,33.8,26.2,0,147.9,25,Low,Normal
25.4252,210,107,22.8,28.6,0,77.9,24,Low,Normal
25.4252,0,106,1,26,0,0,15,None,Sleeping
25.3784,0,105,2,24.9,0,0,20,None,Sleeping
25.3784,0,103,2,26.6,0,0,16,None,Sleeping
25.3784,0,110,3,26,0,0,17,None,Sleeping
25.3784,0,109,3,26.3,0,0,15,None,Sleeping
25.3784,0,111,1,27.5,0,0,15,None,Sleeping
25.3784,0,113,3,27,0,0,17,None,Sleeping
25.3784,0,104,1,26.2,0,0,16,None,Sleeping
25.3784,0,110,2,25.7,0,0,15,None,Sleeping
25.3784,149,111,16,28.5,493.5,278.4,20,None,Eating
25.3784,870,121,83.7,33,0,0,37,High,Walking
25.3784,0,107,3,24.7,0,0,20,None,Sleeping
25.3784,491,112,47.1,27.4,0,113.4,26,None,Normal
25.3784,229,113,23.5,26.7,0,5.1,22,Low,Normal
25.3784,1554,130,147.9,28.6,0,0,27,High,Playing
25.3784,231,113,22.7,26.4,0,161.4,22,None,Normal
25.3784,0,104,2,24.6,0,0,19,None,Sleeping
25.3784,146,106,16.7,26.9,332.2,295.4,25,None,Eating
25.3784,270,114,28.4,27.4,0,93.5,24,Low,Normal
25.3784,499,115,47.9,27.8,0,53.4,20,Low,Normal
25.3784,2620,130,248,30.6,0,0,31,High,Walking
25.3784,0,105,3,26.2,0,0,16,None,Sleeping
25.3784,0,105,3,25.1,0,0,19,None,Sleeping
25.3784,0,106,1,25.4,0,0,16,None,Sleeping
25.3784,0,111,2,25.8,0,0,20,None,Sleeping
25.3931,0,112,2,25,0,0,16,None,Sleeping
25.3931,0,112,2,26.9,0,0,20,None,Sleeping
25.3931,0,107,2,24.8,0,0,17,None,Sleeping
25.3931,0,113,1,25.6,0,0,16,None,Sleeping
25.3931,0,107,1,27.4,0,0,18,None,Sleeping
25.3931,0,106,2,26.9,0,0,18,None,Sleeping
25.3931,0,112,3,26.4,0,0,19,None,Sleeping
25.3931,0,110,3,27.4,0,0,15,None,Sleeping
25.3931,149,111,16,26.6,484.3,199.6,24,None,Eating
25.3931,1113,134,105.6,33.6,0,0,29,Medium,Walking
25.3931,841,136,81,30,0,0,22,Medium,Playing
25.3931,245,103,24,28.4,0,120.2,28,Low,Normal
25.3931,473,108,45.4,27.6,0,142,25,Low,Normal
25.3931,241,106,23.6,29.2,0,167.1,17,Low,Normal
25.3931,839,124,80.8,29.7,0,0,25,Low,Playing
25.3931,1214,136,115.1,28.3,0,0,27,Medium,Playing
25.3931,274,106,28.7,26.4,366.6,504.9,21,None,Eating
25.3931,399,108,39.5,26.1,0,80.3,25,Low,Normal
25.3931,327,103,33.7,25.6,0,87.4,21,None,Normal
25.3931,453,105,44.6,27.4,0,167.4,23,None,Normal
25.3931,2712,122,256.8,33.7,0,0,27,Low,Walking
25.3931,201,108,20.9,27.8,0,213.9,28,Low,Normal
25.3931,496,121,47.6,32.2,0,0,27,High,Playing
25.3931,0,106,1,25.8,0,0,17,None,Sleeping
25.3763,0,103,1,27.2,0,0,19,None,Sleeping
25.3763,0,104,2,24.6,0,0,15,None,Sleeping
25.3763,0,107,3,25,0,0,18,None,Sleeping
25.3763,0,109,2,27.4,0,0,17,None,Sleeping
25.3763,0,105,2,25.1,0,0,17,None,Sleeping
25.3763,0,104,3,26,0,0,20,None,Sleeping
25.3763,0,110,2,25.4,0,0,20,None,Sleeping
25.3763,0,102,1,26.6,0,0,15,None,Sleeping
25.3763,0,101,1,26.3,0,0,17,None,Sleeping
25.3763,182,108,18.1,25.7,541.4,166.5,16,None,Eating
25.3763,3111,122,295.1,31.4,0,0,37,Medium,Walking
25.3763,188,104,20.7,26.3,0,225.2,20,Low,Normal
25.3763,522,102,52,28.3,0,37.5,25,None,Normal
25.3763,377,106,36.4,28.3,0,203.7,19,None,Normal
25.3763,0,108,2,25.9,0,0,15,None,Sleeping
25.3763,0,103,3,24.7,0,0,17,None,Sleeping
25.3763,183,113,18.2,25.9,306.5,234.6,22,None,Eating
25.3763,1687,130,160.4,29.5,0,0,36,Low,Playing
25.3763,386,108,37.2,27.5,0,87.5,17,None,Normal
25.3763,1232,129,117.7,33.4,0,0,31,Medium,Walking
25.3763,318,108,31.9,25,0,154.9,22,None,Normal
25.3763,307,112,29.8,26.4,0,19.5,24,None,Normal
25.3763,302,113,29.4,25.6,0,126.5,22,Low,Normal
25.3763,0,104,2,26.2,0,0,18,None,Sleeping
25.3733,0,103,1,25,0,0,16,None,Sleeping
25.3733,0,107,3,24.5,0,0,15,None,Sleeping
25.3733,0,110,1,27,0,0,18,None,Sleeping
25.3733,0,104,3,24.6,0,0,18,None,Sleeping
25.3733,0,108,2,25.3,0,0,20,None,Sleeping
25.3733,0,106,3,27,0,0,18,None,Sleeping
25.3733,0,103,1,25.5,0,0,20,None,Sleeping
25.3733,0,109,1,26.1,0,0,18,None,Sleeping
25.3733,284,108,27.7,26.7,439,186.6,21,None,Eating
25.3733,2645,131,249.3,33.9,0,0,31,Low,Walking
25.3733,321,112,32.1,28.4,0,163.5,22,Low,Normal
25.3733,448,108,44.1,27.6,0,69.6,20,None,Normal
25.3733,169,105,18.9,27.5,0,23,25,None,Normal
25.3733,273,107,28.6,26.1,0,78.1,19,None,Normal
25.3733,859,127,82.6,29.4,0,0,23,Low,Playing
25.3733,292,113,28.4,27.7,0,102.5,20,None,Normal
25.3733,1571,129,149.5,28.8,0,0,21,Low,Playing
25.3733,205,114,21.2,26.8,478.9,276.5,24,None,Eating
25.3733,0,105,2,27.1,0,0,20,None,Sleeping
25.3733,210,104,21.7,27.9,0,76,26,None,Normal
25.3733,3082,130,290.3,33.6,0,0,35,High,Walking
25.3733,0,112,3,25.4,0,0,17,None,Sleeping
25.3733,0,109,1,24.9,0,0,19,None,Sleeping
25.3733,0,110,2,26.8,0,0,18,None,Sleeping
25.3604,0,111,1,27,0,0,17,None,Sleeping
25.3604,0,109,3,26.1,0,0,17,None,Sleeping
25.3604,0,106,2,26.7,0,0,15,None,Sleeping
25.3604,0,106,3,24.8,0,0,15,None,Sleeping
25.3604,0,112,1,26.8,0,0,18,None,Sleeping
25.3604,0,110,2,25.2,0,0,18,None,Sleeping
25.3604,0,101,2,27.4,0,0,18,None,Sleeping
25.3604,0,109,3,25.3,0,0,17,None,Sleeping
25.3604,0,109,2,26.8,0,0,16,None,Sleeping
25.3604,1706,119,161.1,33.5,0,0,31,High,Walking
25.3604,338,112,32.7,26.4,547.2,503.8,21,None,Eating
25.3604,255,111,26.9,26.4,0,113,26,None,Normal
25.3604,1682,131,159.8,30.8,0,0,25,Medium,Playing
25.3604,1046,118,101.1,27.6,0,0,33,Low,Playing
25.3604,2284,117,217.3,32.1,0,0,37,Low,Walking
25.3604,1296,135,123.6,32,0,0,34,High,Walking
25.3604,2833,122,267.8,31.7,0,0,30,High,Walking
25.3604,478,105,46.9,28.2,0,85,19,Low,Normal
25.3604,233,107,24.9,27.4,460,363.1,28,None,Eating
25.3604,1484,127,142.2,29.3,0,0,25,Low,Playing
25.3604,221,109,22.7,29,0,69,28,None,Normal
25.3604,187,107,18.5,29.3,486.4,324.4,24,None,Eating
25.3604,352,109,34,27.2,0,226.9,18,Low,Normal
25.3604,241,105,23.6,29,0,102.1,28,Low,Normal
25.3697,0,107,3,26.1,0,0,17,None,Sleeping
25.3697,0,107,1,26.6,0,0,20,None,Sleeping
25.3697,0,107,1,27.1,0,0,20,None,Sleeping
25.3697,0,105,2,25.1,0,0,17,None,Sleeping
25.3697,0,110,2,25.7,0,0,16,None,Sleeping
25.3697,0,104,3,25.7,0,0,16,None,Sleeping
25.3697,0,109,1,26,0,0,16,None,Sleeping
25.3697,0,111,3,25.3,0,0,17,None,Sleeping
25.3697,0,108,2,25,0,0,18,None,Sleeping
25.3697,942,121,91.4,29.6,0,0,38,None,Walking
25.3697,393,108,37.9,25.1,0,186.9,23,None,Normal
25.3697,205,113,20.2,29.3,571.4,323.7,24,None,Eating
25.3697,392,112,37.8,27.9,0,148.1,25,Low,Normal
25.3697,1191,123,112.8,31.4,0,0,23,Low,Playing
25.3697,337,107,33.6,24.9,0,93,22,Low,Normal
25.3697,1489,135,140.8,34.3,0,0,36,High,Walking
25.3697,933,128,88.6,32.9,0,0,39,Low,Walking
25.3697,2156,123,204.4,33.1,0,0,32,Low,Walking
25.3697,498,106,47.7,26.1,0,183.7,24,Low,Normal
25.3697,603,118,58.6,32.5,0,0,24,Medium,Playing
25.3697,200,111,20.8,27,567.5,350.8,25,None,Eating
25.3697,542,110,53.9,28.1,0,112.1,24,Low,Normal
25.3697,1098,119,104.1,28.6,0,0,23,Medium,Playing
25.3697,964,130,92.5,29.4,0,0,29,High,Playing
25.3665,0,109,2,26.6,0,0,20,None,Sleeping
25.3665,0,108,2,25.1,0,0,20,None,Sleeping
25.3665,0,109,1,24.5,0,0,20,None,Sleeping
25.3665,0,108,1,25.5,0,0,18,None,Sleeping
25.3665,0,103,1,24.7,0,0,16,None,Sleeping
25.3665,0,104,3,26.3,0,0,17,None,Sleeping
25.3665,0,112,2,26.9,0,0,16,None,Sleeping
25.3665,270,115,28.3,28.4,316.8,536.2,18,None,Eating
25.3665,1390,131,133.5,34.2,0,0,33,Medium,Walking
25.3665,348,111,35.7,28.3,0,47.4,17,Low,Normal
25.3665,314,112,30.5,27.4,0,2,23,None,Normal
25.3665,256,102,25,27.9,0,116.1,21,Low,Normal
25.3665,258,104,26.2,25.7,0,13.2,22,Low,Normal
25.3665,171,112,17,28.5,0,30.3,27,Low,Normal
25.3665,0,105,2,25.6,0,0,18,None,Sleeping
25.3665,0,111,3,25.1,0,0,15,None,Sleeping
25.3665,206,115,21.3,28,504.8,311.3,18,None,Eating
25.3665,0,102,1,24.9,0,0,19,None,Sleeping
25.3665,0,112,2,25.5,0,0,18,None,Sleeping
25.3665,846,120,80.4,30.7,0,0,33,Medium,Playing
25.3665,976,132,93.6,31.1,0,0,32,Medium,Walking
25.3665,451,110,43.3,28.1,0,39.1,23,Low,Normal
25.3665,0,108,3,25.7,0,0,18,None,Sleeping
25.3665,0,107,2,25,0,0,16,None,Sleeping
25.4005,0,104,3,25,0,0,18,None,Sleeping
25.4005,0,106,1,26.2,0,0,20,None,Sleeping
25.4005,0,110,3,26.8,0,0,20,None,Sleeping
25.4005,0,106,3,27.4,0,0,20,None,Sleeping
25.4005,0,105,2,25.1,0,0,19,None,Sleeping
25.4005,0,112,3,27,0,0,15,None,Sleeping
25.4005,0,108,1,27,0,0,15,None,Sleeping
25.4005,0,106,2,24.5,0,0,19,None,Sleeping
25.4005,0,107,1,25.8,0,0,20,None,Sleeping
25.4005,197,115,20.5,27.6,556.6,373,25,None,Eating
25.4005,2597,117,245.1,31,0,0,32,Medium,Walking
25.4005,374,105,37.1,29.3,0,74.9,21,None,Normal
25.4005,356,105,35.5,26.3,0,113.7,22,None,Normal
25.4005,1104,111,106.8,29,0,0,36,High,Playing
25.4005,0,103,2,24.8,0,0,18,None,Sleeping
25.4005,512,108,51.1,28.3,0,169.8,19,None,Normal
25.4005,882,124,83.9,29.4,0,0,30,Low,Playing
25.4005,285,108,27.8,26.4,405.8,313.7,28,None,Eating
25.4005,256,110,27.1,25.8,0,143.4,21,None,Normal
25.4005,389,117,37.6,28.3,0,86.6,20,Low,Normal
25.4005,1771,124,169.4,31.4,0,0,38,Low,Walking
25.4005,0,102,3,27,0,0,20,None,Sleeping
25.4005,0,105,2,25.2,0,0,19,None,Sleeping
25.4005,0,107,1,26.3,0,0,16,None,Sleeping
25.4127,0,112,2,25.3,0,0,16,None,Sleeping
25.4127,0,104,2,26.5,0,0,15,None,Sleeping
25.4127,0,103,2,27.5,0,0,17,None,Sleeping
25.4127,0,103,1,26.2,0,0,19,None,Sleeping
25.4127,0,107,2,27.2,0,0,17,None,Sleeping
25.4127,0,104,1,26.6,0,0,16,None,Sleeping
25.4127,0,109,1,25.8,0,0,16,None,Sleeping
25.4127,0,106,1,24.8,0,0,17,None,Sleeping
25.4127,0,102,3,25.8,0,0,19,None,Sleeping
25.4127,370,112,35.8,25.6,582.5,394,25,None,Eating
25.4127,2485,126,236.7,31,0,0,29,Low,Walking
25.4127,1595,127,152,30.2,0,0,26,Medium,Playing
25.4127,232,114,24.8,28.2,0,143,17,None,Normal
25.4127,0,104,2,26,0,0,15,None,Sleeping
25.4127,383,111,39,27.1,0,124.4,21,Low,Normal
25.4127,0,109,2,25.4,0,0,17,None,Sleeping
25.4127,339,102,32.9,29.2,0,77.3,24,None,Normal
25.4127,290,103,29.3,28.6,584.1,330.4,24,None,Eating
25.4127,0,103,1,25.5,0,0,16,None,Sleeping
25.4127,422,106,40.7,26.1,0,159.6,23,None,Normal
25.4127,2445,115,230.9,33.2,0,0,32,Low,Walking
25.4127,195,111,20.3,25.2,0,104,21,None,Normal
25.4127,0,113,1,27.2,0,0,16,None,Sleeping
25.4127,0,110,2,26.6,0,0,15,None,Sleeping
25.4519,0,109,1,26.2,0,0,17,None,Sleeping
25.4519,0,107,1,26.9,0,0,20,None,Sleeping
25.4519,0,103,3,25.1,0,0,19,None,Sleeping
25.4519,0,102,1,25.7,0,0,19,None,Sleeping
25.4519,0,109,2,26.5,0,0,15,None,Sleeping
25.4519,0,103,3,27.4,0,0,19,None,Sleeping
25.4519,0,101,1,24.7,0,0,20,None,Sleeping
25.4519,280,110,29.4,26.6,512.7,206.9,25,None,Eating
25.4519,3058,114,289,30,0,0,32,Low,Walking
25.4519,388,108,39.5,27.3,0,65.8,21,Low,Normal
25.4519,492,111,47.3,24.8,0,199.8,20,None,Normal
25.4519,1574,122,151.2,30.5,0,0,25,Medium,Playing
25.4519,944,111,91.9,31,0,0,34,Medium,Playing
25.4519,563,103,55,28.5,0,217.2,18,None,Normal
25.4519,0,106,3,26,0,0,18,None,Sleeping
25.4519,0,112,2,26.4,0,0,19,None,Sleeping
25.4519,133,115,15.5,27.4,327,164.8,26,None,Eating
25.4519,1578,118,151.6,31.3,0,0,28,Medium,Playing
25.4519,346,115,35.6,29.3,0,75.9,22,None,Normal
25.4519,924,126,89,32.7,0,0,35,Low,Walking
25.4519,0,103,1,24.8,0,0,18,None,Sleeping
25.4519,300,111,31.3,27.8,0,72.9,17,None,Normal
25.4519,0,107,3,25.2,0,0,20,None,Sleeping
25.4519,0,107,2,24.9,0,0,19,None,Sleeping
25.4246,0,112,1,26.9,0,0,16,None,Sleeping
25.4246,0,103,2,26.4,0,0,15,None,Sleeping
25.4246,0,109,1,26.7,0,0,15,None,Sleeping
25.4246,0,103,3,25.9,0,0,18,None,Sleeping
25.4246,0,109,1,25.4,0,0,19,None,Sleeping
25.4246,0,104,3,24.5,0,0,20,None,Sleeping
25.4246,0,111,3,26.1,0,0,15,None,Sleeping
25.4246,0,112,2,27.5,0,0,19,None,Sleeping
25.4246,0,107,1,24.7,0,0,17,None,Sleeping
25.4246,163,113,16.3,26.1,440.4,166.7,24,None,Eating
25.4246,1749,130,165.5,32.1,0,0,33,High,Walking
25.4246,357,110,34.6,25.5,0,202.6,24,Low,Normal
25.4246,1349,116,129.9,28.1,0,0,25,Low,Playing
25.4246,1002,126,96.3,30.5,0,0,33,Medium,Playing
25.4246,262,108,25.6,26.9,0,123.6,25,None,Normal
25.4246,0,113,2,26.1,0,0,17,None,Sleeping
25.4246,392,116,39.9,26.6,0,97.1,18,None,Normal
25.4246,271,110,26.5,24.8,510.3,140.3,21,None,Eating
25.4246,334,109,34.4,28.1,0,195.3,20,Low,Normal
25.4246,286,112,28.9,26.3,0,67.3,26,Low,Normal
25.4246,1928,123,184.4,31.2,0,0,26,High,Walking
25.4246,0,106,1,27.3,0,0,16,None,Sleeping
25.4246,0,106,1,24.5,0,0,19,None,Sleeping
25.4246,0,109,1,27.3,0,0,15,None,Sleeping
25.4436,0,106,3,24.9,0,0,20,None,Sleeping
25.4436,0,107,3,25.2,0,0,16,None,Sleeping
25.4436,0,104,3,27.3,0,0,15,None,Sleeping
25.4436,0,112,2,27.4,0,0,18,None,Sleeping
25.4436,0,110,3,26,0,0,15,None,Sleeping
25.4436,0,103,2,25.4,0,0,17,None,Sleeping
25.4436,0,109,1,26.4,0,0,16,None,Sleeping
25.4436,0,105,2,26.1,0,0,16,None,Sleeping
25.4436,0,111,2,26.1,0,0,17,None,Sleeping
25.4436,1932,116,183.9,30.9,0,0,24,Medium,Walking
25.4436,206,103,20.4,24.9,0,196.7,27,None,Normal
25.4436,263,110,26.8,26.2,428.8,373.2,21,None,Eating
25.4436,927,117,88.3,29.7,0,0,31,High,Playing
25.4436,368,111,37.6,27.3,0,170.4,23,Low,Normal
25.4436,0,103,3,26.2,0,0,20,None,Sleeping
25.4436,1249,135,120.6,30.3,0,0,29,Medium,Walking
25.4436,3146,130,298.2,33.2,0,0,29,Medium,Walking
25.4436,1174,126,112.5,31.4,0,0,30,Medium,Walking
25.4436,1272,133,122.7,31,0,0,33,High,Playing
25.4436,0,102,2,26.9,0,0,19,None,Sleeping
25.4436,345,116,34.5,27.9,433.9,371.1,27,None,Eating
25.4436,387,115,37.4,26,0,218.7,22,None,Normal
25.4436,460,111,45.3,28.3,0,150.4,20,Low,Normal
25.4436,1051,133,100.9,30.8,0,0,27,Low,Playing
25.3926,0,102,1,26.6,0,0,15,None,Sleeping
25.3926,0,111,2,26.3,0,0,16,None,Sleeping
25.3926,0,107,3,26.1,0,0,20,None,Sleeping
25.3926,0,107,1,25.4,0,0,19,None,Sleeping
25.3926,0,106,1,27.4,0,0,17,None,Sleeping
25.3926,0,107,3,27.4,0,0,20,None,Sleeping
25.3926,0,111,1,26.7,0,0,16,None,Sleeping
25.3926,0,107,3,26.6,0,0,16,None,Sleeping
25.3926,0,104,1,24.9,0,0,19,None,Sleeping
25.3926,0,109,1,26.3,0,0,17,None,Sleeping
25.3926,0,113,1,24.7,0,0,19,None,Sleeping
25.3926,1444,122,136.7,30.6,0,0,29,High,Walking
25.3926,290,109,30.2,26.1,541.9,530.9,23,None,Eating
25.3926,342,109,35.1,25.8,0,165.7,20,Low,Normal
25.3926,1541,131,146.8,29.1,0,0,33,Low,Playing
25.3926,1297,130,123.9,31.2,0,0,29,None,Walking
25.3926,1233,123,117.8,31.7,0,0,35,Medium,Walking
25.3926,2600,133,246.3,31.6,0,0,28,None,Walking
25.3926,502,103,49.2,26.1,0,188.8,22,Low,Normal
25.3926,307,107,31.8,27,551.5,241.7,20,None,Eating
25.3926,206,112,22.4,27.4,0,168.7,24,None,Normal
25.3926,296,109,28.8,24.7,331.4,153.7,18,None,Eating
25.3926,371,112,37.9,28.6,0,167.6,23,None,Normal
25.3926,1212,130,115.9,29.9,0,0,24,Low,Playing
25.4296,0,109,3,26.4,0,0,19,None,Sleeping
25.4296,0,102,1,25.9,0,0,20,None,Sleeping
25.4296,0,110,2,25.4,0,0,19,None,Sleeping
25.4296,0,108,1,26.3,0,0,15,None,Sleeping
25.4296,0,104,3,25.6,0,0,18,None,Sleeping
25.4296,0,104,3,27.1,0,0,17,None,Sleeping
25.4296,0,103,2,24.7,0,0,16,None,Sleeping
25.4296,0,112,3,25.6,0,0,18,None,Sleeping
25.4296,187,113,18.6,27,580.6,316,22,None,Eating
25.4296,3027,124,287.8,30.3,0,0,33,Medium,Walking
25.4296,493,114,49.4,27.1,0,173.3,23,Low,Normal
25.4296,0,109,3,27.3,0,0,18,None,Sleeping
25.4296,422,103,40.7,28.2,0,170.3,25,None,Normal
25.4296,385,108,38.2,28.4,0,14.8,19,Low,Normal
25.4296,392,107,38.9,27.5,0,118,23,Low,Normal
25.4296,871,125,83,29.6,0,0,26,High,Playing
25.4296,271,105,27.5,26.9,404.9,247.6,26,None,Eating
25.4296,1160,127,111.1,27.6,0,0,29,Medium,Playing
25.4296,262,103,25.7,27.3,0,75.2,17,None,Normal
25.4296,737,121,70.3,33.1,0,0,33,None,Walking
25.4296,323,115,33.4,27.4,0,193,22,Low,Normal
25.4296,0,112,3,27.5,0,0,16,None,Sleeping
25.4296,0,108,1,24.6,0,0,16,None,Sleeping
25.4296,0,104,3,25.4,0,0,19,None,Sleeping
25.4468,0,102,3,26.7,0,0,19,None,Sleeping
25.4468,0,112,2,25.3,0,0,16,None,Sleeping
25.4468,0,106,1,24.9,0,0,18,None,Sleeping
25.4468,0,110,1,26.1,0,0,17,None,Sleeping
25.4468,0,108,2,25.8,0,0,16,None,Sleeping
25.4468,0,103,3,25.8,0,0,20,None,Sleeping
25.4468,0,103,2,26.5,0,0,18,None,Sleeping
25.4468,0,107,2,25.3,0,0,17,None,Sleeping
25.4468,0,109,3,25.2,0,0,18,None,Sleeping
25.4468,219,112,23.6,27.3,433.3,145.2,20,None,Eating
25.4468,2156,127,205,35.1,0,0,26,High,Walking
25.4468,319,106,32,24.8,0,64,17,None,Normal
25.4468,262,106,25.7,26.3,0,86.4,27,Low,Normal
25.4468,0,108,2,26.6,0,0,15,None,Sleeping
25.4468,429,112,41.4,24.5,0,63.7,20,None,Normal
25.4468,463,112,44.6,25.7,0,68.5,20,Low,Normal
25.4468,216,108,23.3,26.2,425.3,261.9,20,None,Eating
25.4468,266,115,26,27.3,0,214.5,21,Low,Normal
25.4468,1176,122,112.7,30.4,0,0,21,High,Playing
25.4468,2269,116,214.6,32.1,0,0,29,Medium,Walking
25.4468,0,108,2,26.3,0,0,15,None,Sleeping
25.4468,206,104,20.4,28.2,0,85.9,26,None,Normal
25.4468,0,113,1,24.7,0,0,19,None,Sleeping
25.4468,0,102,3,24.6,0,0,20,None,Sleeping
25.4549,0,107,2,24.8,0,0,15,None,Sleeping
25.4549,0,102,3,24.7,0,0,20,None,Sleeping
25.4549,0,106,1,26.7,0,0,16,None,Sleeping
25.4549,0,108,3,26.6,0,0,18,None,Sleeping
25.4549,0,105,1,27,0,0,19,None,Sleeping
25.4549,0,112,1,25.9,0,0,15,None,Sleeping
25.4549,0,104,3,27.4,0,0,20,None,Sleeping
25.4549,0,109,2,27.2,0,0,18,None,Sleeping
25.4549,0,105,2,24.5,0,0,15,None,Sleeping
